"Provider_Number","Location","County","Address","City","State","Zip","MailingAddress","MailingCity","MailingState","MailingZip","Email","Phone","LicenseCapacity","Operation_Months","Operation_Days","Hours_Open","Hours_Close","Infant_0_To_12mos","Toddler_13mos_To_2yrs","Preschool_3yrs_To_4yrs","Pre_K_Served","School_Age_5yrs_Plus","Ages_Other_Than_Pre_K_Served","CAPS_Enrolled","Has_Evening_Care","Has_Drop_In_Care","Has_School_Age_Summer_Care","Has_Transport_ToFrom_School","Has_Transport_ToFrom_Home","Has_Cacfp","Accreditation_Status","Program_Type","Provider_Type","Exemption_Category","Available_PreK_Slots","Funded_PreK_Slots","QR_Participant","QR_Rated","QR_Rating","Region","IsTemporarilyClosed","TemporaryClosure_StartDate","TemporaryClosure_EndDate","CurrentProgramStatus"
"CCLC-2460","Prime Time Discovery - Sue Reynolds","Richmond","3840 Wrightsboro Road","Augusta","GA","30909","1058 Claussen Road","Augusta","GA","30909","tashley@thefamilyy.org","(706) 922-9611","100","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","False","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
"CCLC-2138","Prime Time Discovery - Tobacco Road","Richmond","2397 Tobacco Road","Augusta","GA","30906","1058 Claussen Road","Augusta","GA","30907","tashley@thefamilyy.org","(706) 313-1161","175","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","1","CE","False","","","Open"
"CCLC-13582","PRIME TIME DISCOVERY - WARREN ROAD","Richmond","311 WARREN ROAD","Martinez","GA","30907","1058 Claussen Road","Augusta","GA","30907","tashley@thefamilyy.org","(706) 922-9611","93","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","False","False","False","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
"CCLC-64303","Prime Time Discovery- Richmond Hill Elementary","Richmond","2160 Mura Drive","Augusta","GA","30906","2160 Mura Drive","Augusta","GA","30906","tashley@thefamilyy.org","(706) 922-9656","268","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","3:00 PM","6:00 PM","False","False","False","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
"CCLC-28964","Prime Time-Birmingham Hwy Elementary","Fulton","14865 Birmingham Highway","Milton","GA","30004","3655 Preston Ridge Rd","Alpharetta","GA","30005","IsabelleQ@ymcaatlanta.org","(770) 664-1220","236","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","False","","NW","False","","","Open"
"CCLC-33215","Prime Time-Nesbit Elementary School","Gwinnett","6575 Cherokee Drive","Tucker","GA","30084","5600 West Jones Bridge Road","Peachtree Corners","GA","30092","garyt@ymcaatlanta.org","(770) 246-9622","113","JAN,FEB,MAR,APR,MAY,JUN,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NE","False","","","Open"
"CCLC-47217","Primrose School at Bentwater","Paulding","3664 Cedarcrest Road","Acworth","GA","30101","3664 Cedarcrest Road","Acworth","GA","30101","aroper@primrosebentwater.com","(770) 529-3925","219","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","True","False","False","SACS","Child Care Learning Center","CCLC","","N/A","","False","False","","CW","False","","","Open"
"CCLC-49037","Primrose School at Brookstone","Cobb","5250 Stilesboro Road","Kennesaw","GA","30152","5250 Stilesboro Road","Kennesaw","GA","30152","primrosebrookstone@gmail.com","(770) 794-1651","198","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","SACS","Child Care Learning Center","CCLC","","N/A","","False","False","","CW","False","","","Open"
"CCLC-53048","Primrose School at Eastlake","Cobb","2065 Roswell Rd","Marietta","GA","30062","2146 Roswell Rd.","Marietta","GA","30062","sdysart@primroseeastlake.com","(770) 971-0148","131","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","CW","False","","","Open"
"CCLC-63599","Primrose School at Emory Healthcare - Northlake Campus","DeKalb","4820 Briarcliff Road","Atlanta","GA","30345","4820 Briarcliff Road","Atlanta","GA","30345","lstechmesser@primroseemorynorthlake.com","(678) 884-2727","177","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","CE","False","","","Open"
"CCLC-52428","Primrose School at Johns Creek","Forsyth","7396 McGinnis Ferry Road","Suwanee","GA","30024","208 Johnston Farm Lane","Woodstock","GA","30188","director@primrosejohnscreek.com","(770) 476-9024","150","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NE","False","","","Open"
"CCLC-56665","Primrose School at Macland Pointe","Cobb","1815 Macland Road","Marietta","GA","30064","1815 Macland Road","Marietta","GA","30064","director@primrosemaclandpointe.com","(770) 425-0035","156","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","False","False","","CW","False","","","Open"
"CCLC-46654","Primrose School at Oregon Park","Cobb","3690 Largent Way","Marietta","GA","30064","3690 Largent Way","Marietta","GA","30064","nicole.camplen@gmail.com","(770) 421-0369","139","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","False","True","True","False","False","False","False","True","False","False","SACS","Child Care Learning Center","CCLC","","N/A","","False","False","","CW","False","","","Open"
"CCLC-9049","Primrose School at Sugarloaf Parkway East","Gwinnett","2782 SUGARLOAF PARKWAY","Lawrenceville","GA","30045","2782 SUGARLOAF PARKWAY","LAWRENCEVILLE","GA","30045","tturner@primrosesugarloafparkway.com","(770) 513-0066","190","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","False","True","True","True","False","True","True","True","False","False","SACS","Child Care Learning Center","CCLC","","N/A","","True","True","2","NE","False","","","Open"
"CCLC-46437","Primrose School of Alpharetta","Fulton","315 Henderson Parkway","Alpharetta","GA","30004","315 Henderson Parkway","Alpharetta","GA","30004","irina@primrosealpharetta.com","(770) 664-7508","220","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","SACS","Child Care Learning Center","CCLC","","N/A","","False","False","","NW","False","","","Open"
"CCLC-66396","Primrose School of Alpharetta East","Forsyth","5425 McGinnis Village Place","Alpharetta","GA","30005","5425 McGinnis Village Place","Alpharetta","GA","30005","alia.rasheed@primroseroswellnorth.com","(678) 339-0107","179","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","True","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NE","False","","","Open"
"CCLC-46505","Primrose School of Athens","Clarke","180 Athens Town Boulevard","Athens","GA","30606","180 Athens Town Blvd","Athens","GA","30606","wbeasley@primroseathens.com","(706) 850-0223","202","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NE","False","","","Open"
"CCLC-50561","Primrose School of Atlanta Westside","Fulton","2260 Marietta Boulevard, NW, Suite 114","Atlanta","GA","30318","2260 Marietta Boulevard, NW, Suite 114","Atlanta","GA","30318","owners@primroseatlantawestside.com","(404) 565-0257","188","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NW","False","","","Open"
"CCLC-23807","Primrose School of Bells Ferry","Cobb","175 Hawkins Road","Kennesaw","GA","30144","208 Johnston Farm Lane","WOODSTOCK","GA","30188","director@primrosebellsferry.com","(770) 928-5683","169","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","SACS","Child Care Learning Center","CCLC","","N/A","","True","False","","CW","False","","","Open"
"CCLC-46646","Primrose School of Braselton","Gwinnett","2711 Old Winder Highway","Braselton","GA","30517","2711 Old Winder Highway","Braselton","GA","30517","office@primrosebraselton.com","(678) 960-4216","234","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NE","False","","","Open"
"CCLC-38027","Primrose School of Brookhaven","DeKalb","3575 Durden Drive","Atlanta","GA","30319","3575 Durden Drive NE","Brookhaven","GA","30319","ovaughn@primrosebrookhaven.com","(404) 844-9775","221","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","SACS","Child Care Learning Center","CCLC","","N/A","","False","False","","CE","False","","","Open"
"CCLC-39107","Primrose School of Buckhead","Fulton","3355 Lenox Road, NE, Suite 100","Atlanta","GA","30326","3355 Lenox Road, NE, Suite 100","Atlanta","GA","30326","director@primrosebuckhead.com","(404) 585-4854","189","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","NW","False","","","Open"
"CCLC-63008","Primrose School of Buford","Gwinnett","1650 Crossroads Drive","Buford","GA","30518","1650 Crossroads Drive","Buford","GA","30518","thomasc@primrosebuford.com","(770) 932-5573","132","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NE","False","","","Open"
"CCLC-46","Primrose School of Cumming - East","Forsyth","1245 Sanders Rd.","Cumming","GA","30041","8715 Lake Glen Ct.","Johns Creek","GA","30022","admin@primrosecummingeast.com","(770) 889-9900","130","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","False","True","True","True","False","False","False","True","False","False","SACS","Child Care Learning Center","CCLC","","N/A","","True","True","2","NE","False","","","Open"
"CCLC-63401","Primrose School of Cumming North","Forsyth","3545 Matt Highway","Cumming","GA","30028","3545 Matt Highway","Cumming","GA","30028","rasheedalia@gmail.com","(770) 203-2773","177","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:30 PM","True","True","True","False","True","True","True","False","False","False","True","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","NE","False","","","Open"
"CCLC-58117","Primrose School of Cumming West","Forsyth","5745 Steeplechase Blvd.","Cumming","GA","30040","5745 Steeplechase Blvd.","Cumming","GA","30040","anu@primrosecummingwest.com","(678) 455-6008","202","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","True","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","0","20","True","True","1","NE","False","","","Open"
"CCLC-47820","Primrose School of Druid Hills","DeKalb","2910 North Druid Hills Road","Atlanta","GA","30329","2910 North Druid Hills Rd","Atlanta","GA","30329","ebennett@primrosedruidhills.com","(678) 557-5207","213","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","True","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","CE","False","","","Open"
"CCLC-68100","Primrose School of Duluth West","Gwinnett","3525 Duluth Park Ln.","Duluth","GA","30096","3525 Duluth Park Ln.","Duluth","GA","30096","director@primroseduluthwest.com","(770) 623-0085","130","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","True","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","0","20","True","True","1","NE","False","","","Open"
"CCLC-37790","Primrose School of Dunwoody","DeKalb","5050 Nandina Lane","Dunwoody","GA","30338","5050 Nandina Lane","Dunwoody","GA","30338","lynn.manning@primrosedunwoody.com","(770) 396-8266","192","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","True","True","False","False","SACS","Child Care Learning Center","CCLC","","N/A","","False","False","","CE","False","","","Open"
"CCLC-49196","Primrose School of East Cobb at Paper Mill","Cobb","202 Village Parkway, NE","Marietta","GA","30067","202 Village Parkway, NE","Marietta","GA","30067","john@primroseeastcobb.com","(470) 631-9327","180","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","CW","False","","","Open"
"CCLC-55264","Primrose School of East Cobb at Sprayberry","Cobb","2531 E. Piedmont Rd.","Marietta","GA","30062","2531 E. Piedmont Rd","Marietta","GA","30062","director@primrosesprayberry.com","(770) 578-4832","203","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","CW","False","","","Open"
"CCLC-35240","Primrose School of Five Forks","Gwinnett","3030 River Dr.","Lawrenceville","GA","30044","3030 River Dr.","Lawrenceville","GA","30044","Admin@primrosefiveforks.com","(770) 985-0028","179","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","False","True","True","False","False","False","True","True","False","False","SACS","Child Care Learning Center","CCLC","","N/A","","False","False","","NE","False","","","Open"
"CCLC-62893","Primrose School of Gainesville","Hall","2171 Sandridge Court","Gainesville","GA","30501","2171 Sandridge Ct","Gainesville","GA","30501","thomasc@primrosegainesville.com","(770) 297-9977","183","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NE","False","","","Open"
"CCLC-58095","Primrose School of Godley Station","Chatham","134 Traders Way","Pooler","GA","31322","134 Traders Way","Pooler","GA","31322","nmartin@primrosegodleystation.com","(912) 665-8710","198","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","SE","False","","","Open"
"CCLC-48996","Primrose School of Grant Park","Fulton","519 Memorial Drive, SE, #A-14","Atlanta","GA","30312","519 Memorial Drive, SE, Unit A-14","Atlanta","GA","30312","mreneau@primrosegrantpark.com","(404) 479-7909","202","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NW","False","","","Open"
"CCLC-66194","Primrose School of Harmony on the Lakes","Cherokee","404 Argonne Terrace","Holly Springs","GA","30115","404 Argonne Terrace","Holly Springs","GA","30115","anshu@primroseharmony.com","(770) 704-0721","184","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NW","False","","","Open"
"CCLC-50326","Primrose School of Johns Creek Northwest","Fulton","11130 Jones Bridge Rd.","Alpharetta","GA","30022","11130 Jones Bridge Rd.","Alpharetta","GA","30022","jammopur@hotmail.com","(770) 664-8911","173","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","True","True","True","False","True","False","False","True","False","False","SACS","Child Care Learning Center","CCLC","","18","40","False","False","","NW","False","","","Open"
"CCLC-37062","Primrose School of Kennesaw North","Cobb","3054 N. Main Street","Kennesaw","GA","30144","3054 N. Main Street","Kennesaw","GA","30144","aroper@primrosekennesawnorth.com","(770) 218-3500","183","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:00 PM","True","True","True","False","True","True","False","False","False","True","False","False","False","SACS","Child Care Learning Center","CCLC","","N/A","","False","False","","CW","False","","","Open"
