"county","center","phone","ages","capacity","city","addr1","addr2","zip","inspections"
"Morris","SKIP Program - East Lake Elementary School","973-985-9387","6 to 13","100","Parsippany","40 Eba Road",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000223.shtml)"
"Morris","SKIP Program - Knollwood Elementary School","973-985-9611","6 to 13","150","Lake Hiawatha","445 Knoll Road",,"07034","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000226.shtml)"
"Morris","SKIP Program - Brooklawn Middle School","973-255-0444","6 to 13","50","Parsippany","250 Beachwood Road",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000220.shtml)"
"Morris","SKIP Program - Lake Hiawatha Elementary School","973-476-8444","6 to 13","75","Lake Hiawatha","1 Lincoln Avenue",,"07034","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000227.shtml)"
"Morris","SKIP Program - Littleton Elementary School","973-479-5318","6 to 13","157","Parsippany","51 Brooklawn Drive",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000229.shtml)"
"Morris","SKIP Program - Rockaway Meadow Elementary School","973-985-9507","6 to 13","75","Parsippany","160 Edwards Road",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000232.shtml)"
"Morris","SKIP Program - Central Middle School","973-255-0445","6 to 13","350","Parsippany","1620 US Hwy # 46",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000221.shtml)"
"Morris","SKIP Program - Intervale Elementary School","973-713-9119","6 to 13","100","Parsippany","60 Pitt Road",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000225.shtml)"
"Morris","SKIP Program - Troy Hills Elementary School","973-985-9458","6 to 13","75","Parsippany","509 South Beverwyck Road",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000234.shtml)"
"Morris","SKIP Program - Mount Tabor Elementary School","973-714-8197","6 to 13","150","Parsippany","140 Park Road",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000230.shtml)"
"Morris","SKIP Program - Northvail Elementary School","973-985-9484","6 to 13","100","Parsippany","10 Eileen Court",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000231.shtml)"
"Morris","SKIP Program - Lake Parsippany Elementary School","973-985-9459","6 to 13","90","Parsippany","225 Kingston Road",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000228.shtml)"
"Essex","St Michael School","973-482-7400","6 to 13","50","Newark","27 Crittenden Street",,"07104","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000240.shtml)"
"Essex","Our Lady Help of Christians School","973-677-1546","2½ to 13","35","East Orange","24 North Clinton Street",,"07017","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000272.shtml)"
"Cape May","Lower Township Day Care Program - Mitnick","609-884-9470","2½ to 13","80","Cape May","905 Seashore Road",,"08204","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170800104.shtml)"
"Cape May","Lower Township Day Care Program - Sandman","609-884-9410","6 to 13","80","Cape May","838 Seashore Road",,"08204","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170800108.shtml)"
"Cape May","Lower Township Day Care Program - Memorial","609-884-9430","2½ to 13","101","Villas","2600 Bayshore Road",,"08251","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170800106.shtml)"
"Cape May","Lower Township Day Care Program - Maud Abrams","609-884-9420","6 to 13","80","Cape May","714 Townbank Road",,"08204","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170800107.shtml)"
"Union","Tigers Martial Arts Academy LLC","732-381-1933","6 to 13","25","Rahway","385 St Georges Ave",,"07065","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171200054.shtml)"
"Bergen","Bergen Day School Early Childhood Learning Center","201-294-6101","0 to 13","73","Teaneck","321 Queen Anne Road",,"07666","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171200085.shtml)"
"Union","Tender Kids Learning Center","908-812-6211","2½ to 13","72","Elizabeth","40 Parker Road",,"07208","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171200135.shtml)"
"Atlantic","Monique's Unique Daycare","609-271-6238","0 to 13","21","Egg Harbor Township","113 Hickory Street",,"08234","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/110900013.shtml)"
"Middlesex","Yeshiva Shaarei Tzion Girls School","732-235-0042","6 to 13","150","Piscataway","51 Park Avenue",,"08854","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171200226.shtml)"
"Essex","Harvest Children's Academy","973-885-5553","0 to 13","86","Irvington","915 Stuyvesant Avenue",,"07111","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07DOV0004.shtml)"
"Essex","Red Carpet Kids Infant and Toddler Center","973-259-1990","0 to 6","71","Bloomfield","9-11 Ward Street",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180100074.shtml)"
"Monmouth","Gold Star Kids Academy","732-303-8585","0 to 13","60","Freehold","18 And 42 Thoreau Drive",,"07728","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13APE0002.shtml)"
"Essex","The Goddard School","973-671-4500","0 to 13","124","Miillburn","161 Millburn Avenue",,"07041","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180100134.shtml)"
"Passaic","The Royalty Family Academy","973-389-8078","2½ to 13","21","Haledon","460 Haledon Avenue",,"07508","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180100169.shtml)"
"Atlantic","Tiny Tots Academy","609-385-7708","0 to 13","71","Egg Harbor Township","6701 Blackhorse Pike",,"08234","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180100172.shtml)"
"Middlesex","Cheder Menachem, Inc.","732-429-3249","0 to 13","60","North Brunswick","1001 Finnegan's Lane",,"08902","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180100211.shtml)"
"Essex","SchoolDays Rock DayCare Center","908-414-7730","0 to 13","33","Newark","393-395 Roseville Avenue",,"07107","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/100400149.shtml)"
"Essex","Milestones Academy","973-743-0436","0 to 6","82","Bloomfield","102 Broad Street",,"07003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180200082.shtml)"
"Passaic","Mud Pies Learning Center of Woodland Park","973-256-2200","2½ to 13","20","Woodland Park","917 Mcbride Avenue",,"07424","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170100111.shtml)"
"Essex","Little Hands and Feet Childcare Center","973-762-8469","2½ to 13","30","Maplewood","415-417 Boyden Avenue",,"07040","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07LIT0035.shtml)"
"Hudson","Jersey City Community Charter School","201-433-2288","2½ to 13","115","Jersey City","128 Danforth Avenue",,"07305","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000286.shtml)"
"Bergen","My Little University","201-933-2400","0 to 13","93","East Rutherford","201 Park Avenue",,"07073","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02SAB0001.shtml)"
"Ocean","Kids at Play Lakewood LLC","732-597-6078","0 to 6","106","Lakewood","708 Princeton Ave",,"08701","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170900100.shtml)"
"Hudson","Beloved Community Charter School Inc","201-630-4700","2½ to 13","190","Jersey City","508 Grand Street",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171100141.shtml)"
"Union","Linden BOE A/C 2","732-259-8847","2½ to 13","100","Linden","1700 South Wood Ave",,"07036","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171100168.shtml)"
"Union","Linden BOE A/C 5","201-407-1354","2½ to 13","100","Linden","1014 Bower Street",,"07036","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171100171.shtml)"
"Union","Linden BOE A/C 6","732-215-8707","2½ to 13","100","Linden","19 E Morris Avenue",,"07036","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171100172.shtml)"
"Union","Linden BOE A/C 8","732-770-2419","2½ to 13","100","Linden","500 West Blancke Street",,"07036","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171100173.shtml)"
"Union","Linden BOE A/C 9","732-221-2353","2½ to 13","100","Linden","1401 Deerfield Terrace",,"07036","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171100174.shtml)"
"Union","Linden BOE A/C 1","732-215-6459","2½ to 13","108","Linden","728 North Wood Avenue",,"07036","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171100166.shtml)"
"Union","Linden BOE A/C 4","201-407-6377","2½ to 13","100","Linden","1602 Dill Avenue",,"07036","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171100169.shtml)"
"Union","Linden BOE A/C 10","732-215-2284","2½ to 13","100","Linden","2801 Highland Ave",,"07036","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171100175.shtml)"
"Bergen","The Learning Experience at Paramus","201-225-0001","0 to 6","169","Paramus","280 E Midland Avenue",,"07652","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180300020.shtml)"
"Hudson","Little Smiles Infant Toddler Center","201-792-7774","0 to 13","46","Jersey City","3257 John F. Kennedy Blvd",,"07306","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/151200200.shtml)"
"Mercer","Guided Stages Child Care Center, LLC","609-789-7897","0 to 13","60","Ewing","1410 Parkway Avenue",,"08628","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180300103.shtml)"
"Middlesex","Baby Bee Nursery","732-709-8111","0 to 13","71","Perth Amboy","271 King Street #4",,"08861","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180300140.shtml)"
"Monmouth","The Country Day School of Colts Neck","732-252-8908","0 to 6","73","Colts Neck","293 Highway 34","Suite 203","07722","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13COU0001.shtml)"
"Burlington","The Malvern School of Marlton","856-230-4900","0 to 13","128","Marlton","1021 Rte 73",,"08053","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180400102.shtml)"
"Bergen","Little Steps to Learning","973-427-6123","2½ to 13","60","North Haledon","198 Squaw Brook Road",,"07508","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16LIT0002.shtml)"
"Hudson","Kidville Hoboken","201-377-5495","0 to 6","38","Hoboken","1202 Bernard Mcfeeley Shipyard",,"07030","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/130400027.shtml)"
"Cumberland","Mustard Seed Kid Care LLC","856-696-0719","0 to 13","58","Vineland","930 N. Main Rd.","Store #3","08360","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170100185.shtml)"
"Bergen","Bbblc","201-767-1425","0 to 13","120","Northvale","271 Livingston Street, Suite L",,"07647","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/151100101.shtml)"
"Somerset","The Learning Experience","908-369-3904","0 to 13","162","Hillsborough","345 Auten Road",,"08844","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18LEA0011.shtml)"
"Bergen","The Ivy School","201-771-0900","2½ to 6","30","Teaneck","278 Willow Street",,"07666","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/130100096.shtml)"
"Mercer","Capital City Academy","973-710-2023","6 to 13","100","Trenton","159 North Clinton Avenue","Grant Elementary School","08609","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160900035.shtml)"
"Monmouth","Freehold Montessori Preschool","732-625-1998","2½ to 13","60","Freehold","781-783 Elton Adelphia Road",,"07728","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13FRE0006.shtml)"
"Passaic","Small Stepz Academy Corporation","973-956-1778","0 to 6","48","Paterson","173 Haledon Avenue",,"07522","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/071000122.shtml)"
"Hudson","Tessa International School","201-755-5585","0 to 13","105","Hoboken","720 Monroe Street Suite E105-1",,"07030","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/161000091.shtml)"
"Essex","Sunshine Daycare NJ Corp. #1","973-759-8122","2½ to 13","15","Belleville","322 Washington Ave",,"07109","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07SUN0003.shtml)"
"Essex","Sunshine Daycare NJ Corp. #3","973-759-3182","2½ to 6","15","Belleville","326 Washington Ave",,"07109","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07SUN0005.shtml)"
"Essex","Sunshine Daycare NJ Corp. # 5","973-751-0515","2½ to 13","30","Belleville","548 Union Ave",,"07109","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/141000119.shtml)"
"Essex","Sunshine Daycare NJ Corp. #6","973-751-0515","0 to 13","30","Belleville","544-546 Union Ave",,"07109","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/081000332.shtml)"
"Essex","Sunshine Daycare NJ Corp.#2","973-759-2284","2½ to 6","15","Belleville","324 Washington Avenue",,"07109","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07SUN0004.shtml)"
"Essex","Sunshine Daycare NJ Corp. #4","973-759-8833","2½ to 13","68","Belleville","384 Washington Ave",,"07109","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07SUN0006.shtml)"
"Bergen","Appletree Preschool","201-576-9600","0 to 13","87","River Edge","620 Kinderkamack Road",,"07661","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/071200184.shtml)"
"Essex","LA West Caldwell","973-882-1111","0 to 13","181","West Caldwell","1104 Bloomfield Avenue",,"07006","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/131200163.shtml)"
"Passaic","Starlet Academy","201-982-4475","0 to 13","51","Paterson","103 N. Main Street",,"07522","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170200124.shtml)"
"Middlesex","Yeshivat Netivot Montessori","732-558-8349","0 to 13","109","East Brunswick","511 Ryders Lane",,"08816","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180100149.shtml)"
"Bergen","New Kiddie College","201-461-6818","0 to 6","63","Palisades Park","21 Fairview Street",,"07650","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02KID0003.shtml)"
"Monmouth","Precious Angels","732-504-8237","2½ to 13","86","Howell","2740 Lakewood Allenwood Road",,"07731","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13PRE0012.shtml)"
"Monmouth","Matawan Kids Academy LLC DBA Lightbridge Academy-Matawan","732-742-2220","0 to 13","182","Matawan","233 Broad Street",,"07747","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170100017.shtml)"
"Hudson","Smart Start Academy","201-232-1115","0 to 13","100","Jersey City","532 Jersey Ave",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/151200085.shtml)"
"Bergen","One Academy, Inc.","201-701-1160","0 to 13","83","Norwood","701 Broadway",,"07648","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02ING0002.shtml)"
"Bergen","The Alexander Garden School","201-546-7256","2½ to 6","45","Paramus","S 76 Fariview Avenue",,"07652","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02BUR0001.shtml)"
"Middlesex","The Kiddie Corral Child Learning Center","732-619-7689","0 to 13","98","Monroe Township","230 Prospect Plains Road",,"08831","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/161000243.shtml)"
