SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,GRADE,RACE_ETHNICITY,SEX,STUDENT_COUNT,TOTAL_INDICATOR,DMS_FLAG
2018-2019,51,VIRGINIA,VA,HILLSIDE ELEM,01,,VA-053,5102250,VA-053-0530400,510225001855,5101855,Pre-Kindergarten,No Category Codes,No Category Codes,17,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HORIZON ELEM,01,,VA-053,5102250,VA-053-0530820,510225001914,5101914,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CEDAR LANE ELEM,01,,VA-053,5102250,VA-053-0530840,510225001915,5101915,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ALGONKIAN ELEM,01,,VA-053,5102250,VA-053-0530150,510225002153,5102153,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,COOL SPRING ELEM,01,,VA-053,5102250,VA-053-0530160,510225002154,5102154,Pre-Kindergarten,No Category Codes,No Category Codes,17,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,FOREST GROVE ELEM,01,,VA-053,5102250,VA-053-0530970,510225002283,5102283,Pre-Kindergarten,No Category Codes,No Category Codes,17,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HERITAGE HIGH,01,,VA-053,5102250,VA-053-0530900,510225002285,5102285,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HUTCHISON FARM ELEM,01,,VA-053,5102250,VA-053-0530960,510225002286,5102286,Pre-Kindergarten,No Category Codes,No Category Codes,29,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,JOHN W. TOLBERT JR. ELEM,01,,VA-053,5102250,VA-053-0530950,510225002287,5102287,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SELDENS LANDING ELEM,01,,VA-053,5102250,VA-053-0530870,510225002289,5102289,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DOMINION HIGH,01,,VA-053,5102250,VA-053-0530031,510225002411,5102411,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,FRANCES HAZEL REID ELEM,01,,VA-053,5102250,VA-053-0530091,510225002412,5102412,Pre-Kindergarten,No Category Codes,No Category Codes,7,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,COUNTRYSIDE ELEM,01,,VA-053,5102250,VA-053-0530890,510225002413,5102413,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MOUNTAIN VIEW ELEM,01,,VA-053,5102250,VA-053-0530980,510225002415,5102415,Pre-Kindergarten,No Category Codes,No Category Codes,29,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,NEWTON-LEE ELEM,01,,VA-053,5102250,VA-053-0530270,510225002448,5102448,Pre-Kindergarten,No Category Codes,No Category Codes,6,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BELMONT STATION ELEM,01,,VA-053,5102250,VA-053-0530300,510225002449,5102449,Pre-Kindergarten,No Category Codes,No Category Codes,19,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LEGACY ELEM,01,,VA-053,5102250,VA-053-0530430,510225002452,5102452,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,PINEBROOK ELEM,01,,VA-053,5102250,VA-053-0530340,510225002514,5102514,Pre-Kindergarten,No Category Codes,No Category Codes,1,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LITTLE RIVER ELEM,01,,VA-053,5102250,VA-053-0530860,510225002539,5102539,Pre-Kindergarten,No Category Codes,No Category Codes,32,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MILL RUN ELEM,01,,VA-053,5102250,VA-053-0530910,510225002540,5102540,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ROSA LEE CARTER ELEM,01,,VA-053,5102250,VA-053-0530550,510225002751,5102751,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SYCOLIN CREEK ELEM,01,,VA-053,5102250,VA-053-0530280,510225002755,5102755,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ARCOLA ELEM,01,,VA-053,5102250,VA-053-0530610,510225002762,5102762,Pre-Kindergarten,No Category Codes,No Category Codes,2,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CREIGHTON'S CORNER ELEM,01,,VA-053,5102250,VA-053-0530540,510225002773,5102773,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LIBERTY ELEM,01,,VA-053,5102250,VA-053-0530560,510225002774,5102774,Pre-Kindergarten,No Category Codes,No Category Codes,19,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,STEUART W. WELLER ELEM,01,,VA-053,5102250,VA-053-0530350,510225002776,5102776,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,KENNETH W CULBERT ELEM,01,,VA-053,5102250,VA-053-0530600,510225002809,5102809,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WOODGROVE HIGH,01,,VA-053,5102250,VA-053-0530590,510225002812,5102812,Pre-Kindergarten,No Category Codes,No Category Codes,17,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,TUSCARORA HIGH,01,,VA-053,5102250,VA-053-0530200,510225002817,5102817,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BUFFALO TRAIL ELEM,01,,VA-053,5102250,VA-053-0530450,510225002832,5102832,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,FREDERICK DOUGLASS ELEM,01,,VA-053,5102250,VA-053-0530530,510225002864,5102864,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MOOREFIELD STATION ELEM,01,,VA-053,5102250,VA-053-0530380,510225002954,5102954,Pre-Kindergarten,No Category Codes,No Category Codes,23,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DISCOVERY ELEM,01,,VA-053,5102250,VA-053-0531000,510225002955,5102955,Pre-Kindergarten,No Category Codes,No Category Codes,12,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ROCK RIDGE HIGH,01,,VA-053,5102250,VA-053-0531060,510225002969,5102969,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CARDINAL RIDGE ELEM,01,,VA-053,5102250,VA-053-0530460,510225002980,5102980,Pre-Kindergarten,No Category Codes,No Category Codes,8,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MADISON'S TRUST ELEM,01,,VA-053,5102250,VA-053-0531030,510225003026,5103026,Pre-Kindergarten,No Category Codes,No Category Codes,7,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HILLSBORO CHARTER ACADEMY,01,,VA-053,5102250,VA-053-0530111,510225003028,5103028,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GOSHEN POST ELEMENTARY,01,,VA-053,5102250,VA-053-0530371,510225003046,5103046,Pre-Kindergarten,No Category Codes,No Category Codes,1,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,THOMAS JEFFERSON ELEM,01,,VA-054,5102280,VA-054-0540610,510228000942,5100942,Pre-Kindergarten,No Category Codes,No Category Codes,43,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,JOUETT ELEM,01,,VA-054,5102280,VA-054-0540660,510228002036,5102036,Pre-Kindergarten,No Category Codes,No Category Codes,27,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,TREVILIANS ELEM,01,,VA-054,5102280,VA-054-0540641,510228002066,5102066,Pre-Kindergarten,No Category Codes,No Category Codes,24,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MOSS-NUCKOLS ELEM,01,,VA-054,5102280,VA-054-0540080,510228002838,5102838,Pre-Kindergarten,No Category Codes,No Category Codes,22,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,KENBRIDGE ELEM,01,,VA-055,5102310,VA-055-0550240,510231000946,5100946,Pre-Kindergarten,No Category Codes,No Category Codes,69,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,T.C. MILLER ELEM FOR INNOVAT.,01,,VA-115,5102340,VA-115-1150090,510234000603,5100603,Pre-Kindergarten,No Category Codes,No Category Codes,3,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BEDFORD HILLS ELEM,01,,VA-115,5102340,VA-115-1150290,510234000952,5100952,Pre-Kindergarten,No Category Codes,No Category Codes,2,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HERITAGE ELEM,01,,VA-115,5102340,VA-115-1151102,510234000959,5100959,Pre-Kindergarten,No Category Codes,No Category Codes,63,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LINKHORNE ELEM,01,,VA-115,5102340,VA-115-1150360,510234000961,5100961,Pre-Kindergarten,No Category Codes,No Category Codes,9,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,PAUL MUNRO ELEM,01,,VA-115,5102340,VA-115-1150330,510234000963,5100963,Pre-Kindergarten,No Category Codes,No Category Codes,73,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,PERRYMONT ELEM,01,,VA-115,5102340,VA-115-1150270,510234000964,5100964,Pre-Kindergarten,No Category Codes,No Category Codes,21,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ROBERT S. PAYNE ELEM,01,,VA-115,5102340,VA-115-1150190,510234000965,5100965,Pre-Kindergarten,No Category Codes,No Category Codes,51,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SANDUSKY ELEM,01,,VA-115,5102340,VA-115-1150370,510234000966,5100966,Pre-Kindergarten,No Category Codes,No Category Codes,17,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SHEFFIELD ELEM,01,,VA-115,5102340,VA-115-1150300,510234000968,5100968,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WILLIAM M. BASS ELEM,01,,VA-115,5102340,VA-115-1150250,510234000970,5100970,Pre-Kindergarten,No Category Codes,No Category Codes,20,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DEARINGTON ELEM/INNOVATION,01,,VA-115,5102340,VA-115-1150070,510234002205,5102205,Pre-Kindergarten,No Category Codes,No Category Codes,7,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BALDWIN ELEM,01,,VA-143,5102360,VA-143-1430470,510236000976,5100976,Pre-Kindergarten,No Category Codes,No Category Codes,49,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,JENNIE DEAN ELEM,01,,VA-143,5102360,VA-143-1430310,510236000977,5100977,Pre-Kindergarten,No Category Codes,No Category Codes,73,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WEEMS ELEM,01,,VA-143,5102360,VA-143-1430010,510236000979,5100979,Pre-Kindergarten,No Category Codes,No Category Codes,49,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,RICHARD C. HAYDON ELEM,01,,VA-143,5102360,VA-143-1430020,510236001854,5101854,Pre-Kindergarten,No Category Codes,No Category Codes,50,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GEORGE CARR ROUND ELEM,01,,VA-143,5102360,VA-143-1430060,510236002067,5102067,Pre-Kindergarten,No Category Codes,No Category Codes,41,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MADISON PRIMARY,01,,VA-056,5102370,VA-056-0560230,510237000973,5100973,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,COUGAR ELEM,01,,VA-144,5102390,VA-144-1440522,510239002292,5102292,Pre-Kindergarten,No Category Codes,No Category Codes,125,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CLEARVIEW EARLY CHILDHOOD CTR.,01,,VA-116,5102400,VA-116-1160224,510240002618,5102618,Pre-Kindergarten,No Category Codes,No Category Codes,139,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LEE-JACKSON ELEM,01,,VA-057,5102430,VA-057-0570291,510243001388,5101388,Pre-Kindergarten,No Category Codes,No Category Codes,7,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CHASE CITY ELEM,01,,VA-058,5102460,VA-058-0580910,510246001002,5101002,Pre-Kindergarten,No Category Codes,No Category Codes,39,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CLARKSVILLE ELEM,01,,VA-058,5102460,VA-058-0581000,510246001004,5101004,Pre-Kindergarten,No Category Codes,No Category Codes,50,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LACROSSE ELEM,01,,VA-058,5102460,VA-058-0581020,510246001006,5101006,Pre-Kindergarten,No Category Codes,No Category Codes,33,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SOUTH HILL ELEM,01,,VA-058,5102460,VA-058-0580190,510246001009,5101009,Pre-Kindergarten,No Category Codes,No Category Codes,78,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MIDDLESEX ELEM,01,,VA-059,5102490,VA-059-0590291,510249002293,5102293,Pre-Kindergarten,No Category Codes,No Category Codes,50,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,FALLING BRANCH ELEM,01,,VA-060,5102520,VA-060-0600600,510252000178,5100178,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,KIPPS ELEM,01,,VA-060,5102520,VA-060-0600901,510252000916,5100916,Pre-Kindergarten,No Category Codes,No Category Codes,12,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BELVIEW ELEM,01,,VA-060,5102520,VA-060-0600700,510252001014,5101014,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CHRISTIANSBURG PRIMARY,01,,VA-060,5102520,VA-060-0600780,510252001021,5101021,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GILBERT LINKOUS ELEM,01,,VA-060,5102520,VA-060-0600750,510252001023,5101023,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,MARGARET BEEKS ELEM,01,,VA-060,5102520,VA-060-0600730,510252001025,5101025,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,PRICES FORK ELEM,01,,VA-060,5102520,VA-060-0600210,510252001026,5101026,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,AUBURN ELEM,01,,VA-060,5102520,VA-060-0600902,510252001859,5101859,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,EASTERN MONTGOMERY ELEM,01,,VA-060,5102520,VA-060-0600030,510252002818,5102818,Pre-Kindergarten,No Category Codes,No Category Codes,51,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,TYE RIVER ELEM,01,,VA-062,5102580,VA-062-0620020,510258001160,5101160,Pre-Kindergarten,No Category Codes,No Category Codes,28,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ROCKFISH RIVER ELEM,01,,VA-062,5102580,VA-062-0620010,510258001917,5101917,Pre-Kindergarten,No Category Codes,No Category Codes,15,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GEORGE W. WATKINS ELEM,01,,VA-063,5102610,VA-063-0630180,510261001038,5101038,Pre-Kindergarten,No Category Codes,No Category Codes,5,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,NEW KENT ELEM,01,,VA-063,5102610,VA-063-0630010,510261001039,5101039,Pre-Kindergarten,No Category Codes,No Category Codes,57,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,KILN CREEK ELEM,01,,VA-117,5102640,VA-117-1171290,510264000358,5100358,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,B.C. CHARLES ELEM,01,,VA-117,5102640,VA-117-1171250,510264001040,5101040,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CARVER ELEM,01,,VA-117,5102640,VA-117-1171170,510264001043,5101043,Pre-Kindergarten,No Category Codes,No Category Codes,11,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DAVID A. DUTROW ELEM,01,,VA-117,5102640,VA-117-1170050,510264001044,5101044,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GEORGE J. MCINTOSH ELEM,01,,VA-117,5102640,VA-117-1170070,510264001049,5101049,Pre-Kindergarten,No Category Codes,No Category Codes,22,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HIDENWOOD ELEM,01,,VA-117,5102640,VA-117-1171210,510264001051,5101051,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HILTON ELEM,01,,VA-117,5102640,VA-117-1171080,510264001052,5101052,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,HORACE H. EPES ELEM,01,,VA-117,5102640,VA-117-1171240,510264001054,5101054,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,JOSEPH H. SAUNDERS ELEM,01,,VA-117,5102640,VA-117-1170300,510264001059,5101059,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,L.F. PALMER ELEM,01,,VA-117,5102640,VA-117-1170200,510264001060,5101060,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LEE HALL ELEM,01,,VA-117,5102640,VA-117-1171180,510264001061,5101061,Pre-Kindergarten,No Category Codes,No Category Codes,17,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DISCOVERY STEM ACADEMY,01,,VA-117,5102640,VA-117-1170130,510264001062,5101062,Pre-Kindergarten,No Category Codes,No Category Codes,5,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,NEWSOME PARK ELEM,01,,VA-117,5102640,VA-117-1171120,510264001065,5101065,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,R.O. NELSON ELEM,01,,VA-117,5102640,VA-117-1170310,510264001068,5101068,Pre-Kindergarten,No Category Codes,No Category Codes,14,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,RICHARD T. YATES ELEM,01,,VA-117,5102640,VA-117-1170270,510264001070,5101070,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,RICHNECK ELEM,01,,VA-117,5102640,VA-117-1171230,510264001071,5101071,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,RIVERSIDE ELEM,01,,VA-117,5102640,VA-117-1171150,510264001072,5101072,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,SEDGEFIELD ELEM,01,,VA-117,5102640,VA-117-1170250,510264001074,5101074,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,T. RYLAND SANFORD ELEM,01,,VA-117,5102640,VA-117-1170290,510264001075,5101075,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WILLIS A. JENKINS ELEM,01,,VA-117,5102640,VA-117-1170320,510264001077,5101077,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DEER PARK ELEM,01,,VA-117,5102640,VA-117-1171398,510264001637,5101637,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,OLIVER C. GREENWOOD ELEM,01,,VA-117,5102640,VA-117-1170150,510264002068,5102068,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,DENBIGH EARLY CHILDHOOD CENTER,01,,VA-117,5102640,VA-117-1171402,510264002296,5102296,Pre-Kindergarten,No Category Codes,No Category Codes,475,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,ACHIEVABLE DREAM ACADEMY,01,,VA-117,5102640,VA-117-1171404,510264002343,5102343,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GENERAL STANFORD ELEM,01,,VA-117,5102640,VA-117-1171407,510264002422,5102422,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,LEE HALL EARLY CHILDHOOD CENTER,01,,VA-117,5102640,VA-117-1171409,510264002470,5102470,Pre-Kindergarten,No Category Codes,No Category Codes,159,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WATKINS EARLY CHILDHOOD CENTER,01,,VA-117,5102640,VA-117-1171410,510264002471,5102471,Pre-Kindergarten,No Category Codes,No Category Codes,484,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,GATEWOOD ACADEMY,01,,VA-117,5102640,VA-117-1171408,510264002696,5102696,Pre-Kindergarten,No Category Codes,No Category Codes,71,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,JOHN MARSHALL EARLY CHILDHOOD CTR,01,,VA-117,5102640,VA-117-1171411,510264002857,5102857,Pre-Kindergarten,No Category Codes,No Category Codes,207,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,BAY VIEW ELEM,01,,VA-118,5102670,VA-118-1180250,510267001081,5101081,Pre-Kindergarten,No Category Codes,No Category Codes,69,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,RICHARD BOWLING ELEM,01,,VA-118,5102670,VA-118-1180480,510267001083,5101083,Pre-Kindergarten,No Category Codes,No Category Codes,87,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CAMP ALLEN ELEM,01,,VA-118,5102670,VA-118-1180040,510267001084,5101084,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,WILLARD MODEL ELEM,01,,VA-118,5102670,VA-118-1180471,510267001087,5101087,Pre-Kindergarten,No Category Codes,No Category Codes,51,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,CHESTERFIELD ACADEMY ELEM,01,,VA-118,5102670,VA-118-1180220,510267001088,5101088,Pre-Kindergarten,No Category Codes,No Category Codes,62,Subtotal 4 - By Grade,Reported
2018-2019,51,VIRGINIA,VA,COLEMAN PLACE ELEM,01,,VA-118,5102670,VA-118-1180550,510267001089,5101089,Pre-Kindergarten,No Category Codes,No Category Codes,83,Subtotal 4 - By Grade,Reported
