County,Name,Licensee_Owner,Director,Location_Street1,Location_Street_2,Location_City,Location_State,Location_Zip,Location_Zip_Updated,Latitude,Longitude,Capacity,Age_Range_of_Service,ObjectId
WARREN,Lost River After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",450 Modern Way,,Bowling Green,KY,42101,42101,36.949547,-86.481031,380,SCHOOL_AGE,1640
WARREN,Western Kentucky Campus Child Care/Bryant Way,Western Kentucky University Child Care Centers,"Jackson, Thelma Mae",949 Bryant Way,,Bowling Green,KY,42103,42103,36.950226,-86.4191,21,TWO_TO_SCHOOL,1641
WARREN,Plum Tree Montessori School,"Plum Tree Educational Services, Inc.","Jessie, Michelle Lynn",436 Plum Springs Road,,Bowling Green,KY,42101,42101,37.019302,-86.382866,102,INFANT TO SCHOOL_AGE,1642
WARREN,Bowling Green Christian Academy,"Bowling Green Christian Academy, Inc.","Luallen, Rachel Dawn",1730 Destiny Lane,,Bowling Green,KY,42104,42104,36.959816,-86.44723,248,INFANT TO SCHOOL_AGE,1643
WARREN,North Warren After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",420 College Street,,Smiths Grove,KY,42171,42171,37.056261,-86.206481,80,SCHOOL_AGE,1644
WARREN,Richardsville After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",1775 Richardsville Road,,Bowling Green,KY,42101,42101,37.10122,-86.471751,50,SCHOOL_AGE,1645
WARREN,Granny's Childcare & Learning Center,"Granny's Child Care & Learning Center, Inc.","Cartmill, Vivian Elaine",3278 Nashville Road,,Bowling Green,KY,42101,42101,36.949448,-86.47724,100,INFANT TO SCHOOL_AGE,1646
WARREN,Bowling Green Jr High After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",900 Campbell Lane,,Bowling Green,KY,42104,42104,36.96277,-86.458282,125,SCHOOL_AGE,1647
WARREN,Briarwood After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",265 Lovers Lane,,Bowling Green,KY,42103,42103,36.97408,-86.40001,100,SCHOOL_AGE,1648
WARREN,Gatorland Learning Center,Warren County Board Of Education,"Minyard, Amy Beth",5065 Scottsville Road,,Bowling Green,KY,42104,42104,36.926427,-86.413988,35,INFANT TO TWO_TO_SCHOOL,1649
WARREN,We Love Angels Daycare Center,Jennifer Rosetta Haynie,"Haynie, Jennifer Rosetta",420 Webb Drive,,Bowling Green,KY,42101,42101,37.00649,-86.4366,25,INFANT TO TWO_TO_SCHOOL,1650
WARREN,The Academy For Little People,"H & L Educational Enterprises, Llc","Ethington, Holly Lane",1710 Old Louisville Road,,Bowling Green,KY,42101,42101,37.005733,-86.41809,120,TODDLER TO SCHOOL_AGE,1651
WARREN,Plano After-School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",2632 Plano Road,,Bowling Green,KY,42104,42104,36.888264,-86.41843,99,SCHOOL_AGE,1652
WARREN,Center Street Head Start,"Community Action Of Southern Kentucky, Incorporated","Brown, Carla Y.",171 Center Street,,Bowling Green,KY,42101-1216,42101,37.001213,-86.433,100,TWO_TO_SCHOOL,1653
WARREN,Holy Spirit Parkside Early Learning Center,Holy Spirit Catholic Church,"Koeller, Stephanie Dawn",4754 Small House Road,,Bowling Green,KY,42104,42104,36.922237,-86.43834,99,INFANT TO SCHOOL_AGE,1654
WARREN,Montessori School of Bowling Green,"Montessori School Of Bowling Green, Llc","Hewett, Jennifer Leona",506 State Street,,Bowling Green,KY,42101,42101,36.996002,-86.43564,71,INFANT TO TWO_TO_SCHOOL,1655
WARREN,Little Scholars Child Care,"Community Action Of Southern Kentucky, Incorporated","Brown, Carla Y.",701 Brownslock Road,,Bowling Green,KY,42102,42102,37.002827,-86.45241,100,INFANT TO SCHOOL_AGE,1656
WARREN,Liberty Kids Child Care,Lyndon Mandel Stockton,"Caldwell, Joanifer Arnetta ",1347 Ky Hwy 185,Suite 5,Bowling Green,KY,42101,42101,37.010722,-86.442807,100,INFANT TO SCHOOL_AGE,1657
WARREN,Kids University,"Kids University, Llc","Williams, Jennifer Lynn",446 Bluegrass Farms Blvd.,,Bowling Green,KY,42104,42104,36.940446,-86.435886,25,INFANT TO TWO_TO_SCHOOL,1658
WARREN,Granny's Too,"Granny's Child Care & Learning Center, Inc.","Cartmill, Vivian Elaine",416 Dishman Lane,,Bowling Green,KY,42101,42101,36.95424,-86.48085,49,TWO_TO_SCHOOL TO SCHOOL_AGE,1659
WARREN,"Smart Start Child Care, LLC","Smart Start Child Care, Llc","Henson, Corie Taylar",132 Brenner Street,,Bowling Green,KY,42101,42101,37.033646,-86.34287,180,INFANT TO SCHOOL_AGE,1660
WARREN,Jody Richards Elementary After-School,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",2100 Elrod Road,,Bowling Green,KY,42104,42104,36.916718,-86.46705,305,SCHOOL_AGE,1661
WARREN,Bright Beginnings Child Care,Jessica Gale Conlee-Spooner,"Conlee-Spooner, Jessica Gale",923 E. 10th Street,,Bowling Green,KY,42101,42101,36.985158,-86.435726,87,INFANT TO SCHOOL_AGE,1662
WARREN,ABC Children's Academy,"Lost River Academy, Inc.","Barker, Melanie Ann",1740 Cave Mill Road,,Bowling Green,KY,42104,42104,36.94235,-86.43481,91,INFANT TO SCHOOL_AGE,1663
WARREN,Dishman After School Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",375 Glen Lily Road,,Bowling Green,KY,42101,42101,36.995586,-86.457066,87,SCHOOL_AGE,1664
WARREN,Creative Learning,"Creative Learning, Inc.","Carter, Madeline Elizabeth",109 Nellums Avenue,,Bowling Green,KY,42103,42103,36.991043,-86.42703,85,INFANT TO SCHOOL_AGE,1665
WARREN,Kidz World,Kidzworld Inc,"Priddy, Lindsey Marie",160 Kelly Road,,Bowling Green,KY,42101,42101,37.03134,-86.34609,86,INFANT TO SCHOOL_AGE,1666
WARREN,Foundry Christian Community Center,"The Foundry Christian Community Center, Inc.","McCloud, Susan Lynn",531 W. 11th Avenue,,Bowling Green,KY,42101,42101,36.99924,-86.45239,49,TWO_TO_SCHOOL TO SCHOOL_AGE,1667
WARREN,Smart Start Child Care,"Smart Start Child Care, LLC","Furrow, Elizabeth Carolton",3510 Nashville Rd,,Bowling Green,KY,42101,42101,36.946075,-86.479614,140,INFANT TO SCHOOL_AGE,1668
WARREN,PDLC Program,Bowling Green - Warren County Community Education,"Lightfoot, Erin Elizabeth",503 Old Morgantown Road,,Bowling Green,KY,42101,42101,36.988263,-86.462285,275,SCHOOL_AGE,1669
WARREN,Creative Children's Learning Centers LLC,"Creative Children's Learning Centers, Llc","Bilbrey, Elizabeth Anne",2930 N. Mill Avenue,,Bowling Green,KY,42104,42104,36.944836,-86.43427,99,INFANT TO SCHOOL_AGE,1670
WARREN,Tender Care Early Learning Center,"New Life Church of Bowling Green, Kentucky, Inc.","Green, Candace Jewell",1423 Scottsville Rd.,,Bowling Green,KY,42104,42104,36.975563,-86.4368,70,TWO_TO_SCHOOL,1671
WARREN,Bundles of Joy 2,"Bundles of Joy 2, LLC","Carpenter, Chase Lamar ",140 College Street,,Bowling Green,KY,42101,42101,37.000454,-86.4316,40,TODDLER TO TWO_TO_SCHOOL,1672
WARREN,Smart Start Child Care,"Smart Start Child Care, LLC","Hancock, Rebecca Ashley",646 Lovers Lane,,Bowling Green,KY,42103,42103,36.963634,-86.40919,138,INFANT TO SCHOOL_AGE,1673
WARREN,Kidzworld 2,"Kidzworld 2, Inc.","Simmons , Tanya M.",2549 Mt. Victor Lane,,Bowling Green,KY,42103,42103,36.979496,-86.395546,90,INFANT TO SCHOOL_AGE,1674
WASHINGTON,Small World Day Care,Cynthia Griffitts,"Griffitts, Cynthia",206 North Walnut Street,,Springfield,KY,40069,40069,37.685352,-85.220146,40,INFANT TO SCHOOL_AGE,1675
WASHINGTON,St. Catharine College Head Start,"Central Kentucky Community Action Council, Inc.","Smith, Pamela Anne",100 Callahan Drive,,St. Catharine,KY,40061,40061,38.360593,-85.446088,41,INFANT TO TWO_TO_SCHOOL,1676
WASHINGTON,North Washington BEST Extended Care,Washington County Board Of Education,"Coslow, Mona Lisa",5658 Hwy 433,,Willisburg,KY,40078,40078,37.80332,-85.1166,120,TWO_TO_SCHOOL TO SCHOOL_AGE,1677
WASHINGTON,St. Dominic Child Development Center,St. Dominic Child Development Center,"Carney, Amanda M",309 W. Main Street,,Springfield,KY,40069,40069,37.686463,-85.224933,55,TWO_TO_SCHOOL TO SCHOOL_AGE,1678
WASHINGTON,Washington County Elementary Springboard Center,Washington County Board Of Education,"Grigsby, Kimberly A",601 Lincoln Park Rd,,Springfield,KY,40069,40069,37.691956,-85.21802,70,TWO_TO_SCHOOL TO SCHOOL_AGE,1679
WASHINGTON,Imagination Station,Imagination Station Llc,"Perkins, Nichole Lee",144 East Main Street,Suite 1,Springfield,KY,40069,40069,37.685085,-85.221634,49,INFANT TO SCHOOL_AGE,1680
WASHINGTON,Mommy Lynn's,"Mommy Lynn's, Llc","Shumate, Terri Lynn",35 O' Daniel Court,,Springfield,KY,40069,40069,38.300717,-85.474244,80,INFANT TO SCHOOL_AGE,1681
WAYNE,Monticello/Wayne County Head Start,"Lake Cumberland Community Action Agency, Inc.","Southwood, Anne Elizabeth",265 Hwy 3106,,Monticello,KY,42633,42633,36.854426,-84.833923,35,TWO_TO_SCHOOL,1682
JEFFERSON,"""Elf"" Childcare & Preschool",Anton Llc,"Volkovitsky, Lyudmila Alexis",2930 Breckenridge Lane,,Louisville,KY,40220,40220,38.22408,-85.633995,49,INFANT TO SCHOOL_AGE,1683
MADISON,Bright Beginnings,"BRIGHT BEGINNINGS DAY CARE & LEARNING CENTER, LLC","Crecelius, Lisha Kaye",116 Prince Royal Drive,,Berea,KY,40403,40403,37.569668,-84.31081,130,INFANT TO SCHOOL_AGE,1684
WAYNE,McGinnis Day Care,Bonnie Lou McGinnis,"McGinnis, Bonnie Lou",177 High Street,,Monticello,KY,42633,42633,36.83036,-84.84512,30,INFANT TO SCHOOL_AGE,1685
WAYNE,Betty's Day Care,Betty Jean Ragan,"Ragan, Betty Jean",653 Old Zula Road,,Monticello,KY,42633,42633,36.77302,-84.96708,25,INFANT TO SCHOOL_AGE,1686
WAYNE,Thelma's Child Care,Thelma Gregory,"Gregory, Thelma",456 Green Acres Drive,,Monticello,KY,42633,42633,36.817629,-84.874648,62,INFANT TO SCHOOL_AGE,1687
WAYNE,Cardinal Kids Campus,Wayne County Board of Education,"Dishman, Wanda Sue",230 College Street,,Monticello,KY,42633,42633,36.829716,-84.85518,46,TWO_TO_SCHOOL TO SCHOOL_AGE,1688
WAYNE,"Gehring Child Care Center, Inc.","Gehring Child Care Center, Inc.","Gehring, Peggy Lynn",65 Dugan St,,Monticello,KY,42633,42633,36.838348,-84.83994,49,INFANT TO SCHOOL_AGE,1689
WAYNE,Wendy's Wonderland,Gehring Childcare Center Incorporated,"Adams, Wendy Sue",2062 Highway 3106,,Monticello,KY,42633,42633,36.872921,-84.815473,34,INFANT TO SCHOOL_AGE,1690
WAYNE,Wendy's Wonderland,"Wendy's Wonderland, Inc.","Phillips, Erica Marie",14 Garth Street,,Monticello,KY,42633,42633,36.832767,-84.85,62,INFANT TO SCHOOL_AGE,1691
WAYNE,Cardinal Kids Campus Too,Wayne County Board of Education,"Dishman, Wanda Sue",1080 South Main Street,,Monticello,KY,42633,42633,36.824425,-84.865324,42,TWO_TO_SCHOOL,1692
WEBSTER,T.A.M.K.E Child Care/Learning Center,T.A.M.K.E. Child Care Center Llc,"Phifer, Tammy Nicole",25 Highway 41 South,,Sebree,KY,42455,42455,37.607906,-87.5287,40,INFANT TO SCHOOL_AGE,1693
WEBSTER,Sebree Alpha Academy,Webster County Schools,"Hailey, Susan Diann",157 N. State St.,,Sebree,KY,42455,42455,37.604507,-87.53469,8,INFANT TO TWO_TO_SCHOOL,1694
WEBSTER,Providence Alpha Academy,Webster County Schools,"Hailey, Susan Diann",470 S. Broadway,,Providence,KY,42450,42450,37.45738,-87.821235,16,INFANT TO TWO_TO_SCHOOL,1695
WEBSTER,Just Like Home Learn & Play Center,"Just Like Home Learn & Play Center, LLC","Dement, Shannon Leigh",211 Quail Run Rd.,,Providence,KY,42450,42450,37.42586,-87.700195,29,INFANT TO SCHOOL_AGE,1696
WHITLEY,Learn 'N Grow Preschool,"Penny For Your Thoughts, Inc.","Waddle, Rebecca  Lyn",401 North Laurel Avenue,,Corbin,KY,40701,40701,36.94755,-84.09384,47,TWO_TO_SCHOOL,1697
WHITLEY,Corbin Primary Redhound Enrichment,Corbin Board Of Education,"Godby, Vanna Rose",3551 Fifth Street Road,,Corbin,KY,40701-9650,40701,36.93665,-84.116503,148,SCHOOL_AGE,1698
WHITLEY,Just Like Home Day Care,Willies  Frances Woods,"Woods, Willies  Frances",20 Mt. Morgan Road,,Williamsburg,KY,40769-1891,40769,36.73464,-84.174164,12,INFANT TO SCHOOL_AGE,1699
WHITLEY,Bell-Whitley Early Head Start/ Head Start/Preschool Center,"Bell-Whitley Community Action Agency, Inc.","Hensley, Darcye J",535 North 11th Street,,Williamsburg,KY,40769,40769,36.741355,-84.173635,16,INFANT TO TODDLER,1700
WHITLEY,Little Lambs Preschool/Grace on the Hill,"Grace On The Hill Church, Inc.","Lotz, Tracee Lee",1632 Cumberland Falls Highway,,Corbin,KY,40701,40701,36.91853,-84.12325,89,TODDLER TO SCHOOL_AGE,1701
WHITLEY,Corbin Independent Elementary - Redhound Enrichment,Corbin Board Of Education,"Godby, Vanna Rose",710 West 8th Street,,Corbin,KY,40701,40701,36.941,-84.10208,180,SCHOOL_AGE,1702
WHITLEY,Country Love Child Care,Elizabeth Ann Moore,"Moore, Elizabeth Ann",3475 Cumberland Falls Highway,,Corbin,KY,40701,40701,36.921001,-84.11488,12,INFANT TO SCHOOL_AGE,1703
WHITLEY,Soggy Bottoms Too,Jennifer Sutton,"Brooks, Vicki L",965 South Hwy 25 W Suite 2,,Williamsburg,KY,40769,40769,36.722266,-84.162253,97,INFANT TO SCHOOL_AGE,1704
WHITLEY,Busy Beez Learning Center,Emma Louann Birchfield,"Hyslope, Sharon K",209 North 4th Street,,Williamsburg,KY,40769,40769,36.742893,-84.16135,49,INFANT TO SCHOOL_AGE,1705
WHITLEY,17th Street Christian Children's Center,"17TH STREET CHRISTIAN CHURCH, INCORPORATED","Taylor, Jane L.",200 17th Street,,Corbin,KY,40701,40701,36.93385,-84.09347,47,TODDLER TO SCHOOL_AGE,1706
WOLFE,Wolfe County Head Start Center,"Middle Kentucky Community Action Partnership, Incorporated","Caudill, Tammy Carol",228 Community Park Road,,Campton,KY,41301,41301,37.557426,-83.395176,125,TWO_TO_SCHOOL,1707
WOLFE,Bethany Christian Daycare,"Bethany Christian Mission Center, Inc.","Tolson, Deloris Ann",17 Bethany Circle,,Campton,KY,41301,41301,37.619846,-83.47032,29,TWO_TO_SCHOOL TO SCHOOL_AGE,1708
WOLFE,"Little Learners, Inc.",Little Learners Inc.,"Shelton, Shirley Ann",850 Hwy 15,,Campton,KY,41301,41301,37.725812,-83.562333,49,INFANT TO SCHOOL_AGE,1709
WOODFORD,Versailles-Woodford Head Start Center,"Blue Grass Community Action Partnership, Inc.","Banks, Betty J",200 Park Street,,Versailles,KY,40383,40383,38.0532,-84.731881,40,TWO_TO_SCHOOL,1710
WOODFORD,Glenda's Day Care #2,"Glenda's Day Care, Inc.","Lewis, Cindy Lawson",380 Amsden Avenue,,Versailles,KY,40383,40383,38.055073,-84.72445,70,INFANT TO SCHOOL_AGE,1711
WOODFORD,Kim's Child Care Center,Kimberly Rice Marcum,"Marcum, Kimberly Rice",203 Colchester Drive,,Versailles,KY,40383-9577,40383,38.04031,-84.736206,7,INFANT TO SCHOOL_AGE,1712
WOODFORD,Explorer Time Company-Huntertown,Woodford County Board Of Education,"Hogg, Kathy Carey",785 Huntertown Road,,Versailles,KY,40383,40383,38.039246,-84.710785,150,SCHOOL_AGE,1713
WOODFORD,Explorer Time Company-Northside,Woodford County Board Of Education,"Hogg, Kathy Carey",500 Northside Drive,,Midway,KY,40347,40347,38.153084,-84.68171,150,SCHOOL_AGE,1714
WOODFORD,Explorer Time Company-Simmons,Woodford County Board Of Education,"Hogg, Kathy Carey",830 Tyrone Pike,,Versailles,KY,40383,40383,38.047596,-84.74497,150,SCHOOL_AGE,1715
WOODFORD,Explorer Time Company-Southside,Woodford County Board Of Education,"Hogg, Kathy Carey",1300 Troy Pike,,Versailles,KY,40383,40383,38.035496,-84.72425,150,SCHOOL_AGE,1716
WOODFORD,Versailles Montessori School,"Versailles Montessori School, Inc.","Guaqliardo, AJ",480 Pinckard Pike,,Versailles,KY,40383,40383,38.00355,-84.71364,280,TODDLER TO TWO_TO_SCHOOL,1717
WOODFORD,Academy (The),"Versailles United Methodist Church, Inc.","Fugate, Stacy Lynn",230 Paynes Mill Road,,Versailles,KY,40383,40383,38.049885,-84.70054,60,INFANT TO TWO_TO_SCHOOL,1718
WOODFORD,Versailles Presbyterian Pre- School,"Versailles Presbyterian Church, Inc.","Hamlin, Kristy",130 North Main Street,,Versailles,KY,40383,40383,38.05335,-84.73026,14,TWO_TO_SCHOOL,1719
WOODFORD,Room To Grow Early Learning Center,Brandi Jo Smith ,"Smith , Brandi Jo",154 Powhatan Trail,,Versailles,KY,40383,40383,38.044247,-84.74156,12,TODDLER TO TWO_TO_SCHOOL,1720
WOODFORD,Woodford County Schools Preschool Extended Program,Woodford County Board Of Education,"Hogg, Kathlinda C",830 Tyrone Pike,,Versailles,KY,40383,40383,38.047596,-84.74497,20,TWO_TO_SCHOOL,1721
WOODFORD,Hugz 'N' Hissy Fits,Hugz 'n' Hissy Fits Llc,"White, Kristi Lachelle",815 Tyrone Pike,,Versailles,KY,40383,40383,38.048367,-84.7434,60,INFANT TO SCHOOL_AGE,1722
WOODFORD,Saint Leo School,Roman Catholic Diocese ,"Jetton, Kara Lynn",255 Hunterstown Road,,Versailles,KY,40383,40383,38.040937,-84.710319,99,TWO_TO_SCHOOL TO SCHOOL_AGE,1723
WOODFORD,Heartstrings Montessori of First Christian Church Versailles,"First Christian Church Versailles, Ky","Lynn, Jennifer Elise",160 Lexington Street,,Versailles,KY,40383,40383,38.052826,-84.729866,35,TODDLER TO TWO_TO_SCHOOL,1724
WOODFORD,Woodford Christian Preschool,"Woodford Community Christian Church, Inc.","Edester, Joni Lee",320 Hope Lane,,Versailles,KY,40383,40383,38.04747,-84.68446,48,TWO_TO_SCHOOL,1725
JEFFERSON,Good Spirit Development Center,Geraldine Joyner Jones,"Jones, Geraldine Joyner",2202 & 2204 St. Louis,,Louisville,KY,40210,40210,38.233921,-85.792111,34,INFANT TO SCHOOL_AGE,1726
JEFFERSON,Our Savior Lutheran Church and School,"Our Savior Evangelical Lutheran Church Of St. Matthews, Kentucky","Masterson, Amy R.",8307 Nottingham Parkway,,Louisville,KY,40222,40222,38.246178,-85.601654,73,TWO_TO_SCHOOL TO SCHOOL_AGE,1727
JEFFERSON,Ready To Learn,"Ready To Learn, Inc.","Warfield, Sharon Lynn",1037 East Burnett  Street,,Louisville,KY,40217,40217,38.223297,-85.73992,49,TODDLER TO SCHOOL_AGE,1728
JEFFERSON,Plainview School,"Bright Horizons Children's Centers, Llc","Stack, Michelle Anne",10320 Timberwood Circle,,Louisville,KY,40223,40223,38.234097,-85.567594,280,INFANT TO SCHOOL_AGE,1729
JEFFERSON,Evergreen Christian Pre-School,"Evergreen Christian Pre-school, Llc","Hill, Samantha Suzanne",311 1/2 N. Evergreen Road,,Louisville,KY,40243,40243,38.242006,-85.531188,120,INFANT TO SCHOOL_AGE,1730
JEFFERSON,Little Lambs Childcare Development Center,Community Economic Empowerment Corporation,"Priester, Jessie Lynn",801 South 28th Street,,Louisville,KY,40211,40211,38.247112,-85.7987,99,INFANT TO SCHOOL_AGE,1731
JEFFERSON,My Little Testimonies Child Development Center,"My Little Testimonies Child Development Center, Inc","Washburn-Carter, LaDonna Tremice",6210 Shepherdsville Road,,Louisville,KY,40228,40228,38.15858,-85.65992,89,INFANT TO SCHOOL_AGE,1732
JEFFERSON,Cherished Children Christian Childcare and Preschool,Cherished Children Christian Childcare And Preschool Llc,"Hoover, Nancy Marie",12710 Old Henry Road,,Louisville,KY,40223,40223,38.2593,-85.51895,47,INFANT TO SCHOOL_AGE,1733
JEFFERSON,Montessori School of Louisville,"Montessori School Of Louisville, Inc.","Cattell, Jennifer Lee",10263 Champion Farms Drive,,Louisville,KY,40241,40241,38.297306,-85.56296,140,TODDLER TO SCHOOL_AGE,1734
JEFFERSON,Highlands Community Ministries,"Highlands Community Ministries, Inc.","Smith, Deborah L",2005 Douglass Blvd.,,Louisville,KY,40205,40205,38.225482,-85.693468,45,TWO_TO_SCHOOL,1735
JEFFERSON,Kerrick Elementary Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Davis, Karen Michelle",2210 Upper Hunters Trace,,Louisville,KY,40216,40216,38.167213,-85.83833,150,TWO_TO_SCHOOL TO SCHOOL_AGE,1736
JEFFERSON,Wheeler Elementary Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Hicks, Terralynn Denise",5700 Cynthia Drive,,Louisville,KY,40291,40291,38.167545,-85.57498,100,TWO_TO_SCHOOL TO SCHOOL_AGE,1737
JEFFERSON,Audubon Elementary Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Davis, Karen Michelle",1051 Hess Lane,,Louisville,KY,40217,40217,38.208023,-85.72955,100,TWO_TO_SCHOOL TO SCHOOL_AGE,1738
JEFFERSON,Honey Bee's Day Care II,"Fun Time Day Care, Inc.","Sims, Rickanna Lee",10512 National Turnpike,,Fairdale,KY,40118,40118,38.097626,-85.73818,93,INFANT TO SCHOOL_AGE,1739
JEFFERSON,The Gardner School,"Tgs Louisville-mill Brook Drive, Llc","McNickle, Jennifer Marra",9401 Mill Brook Drive,,Louisville,KY,40223,40223,38.26748,-85.57852,180,INFANT TO TWO_TO_SCHOOL,1740
JEFFERSON,Trinity House Christian Child Care Campus,"Trinity House Child Care, Inc.","Smith, Tamecia Jenice",4106 Greenwood Avenue,,Louisville,KY,40211,40211,38.244102,-85.82028,88,INFANT TO SCHOOL_AGE,1741
JEFFERSON,Our Angels Childcare Center,Our Angel's Child Care Center Inc,"Collins, Deve Ann",4141 W. Broadway,,Louisville,KY,40210,40210,38.250657,-85.822046,40,INFANT TO SCHOOL_AGE,1742
JEFFERSON,Temple Academy Daycare and Learning Center,"Christ Temple Apostolic Church, Inc.","Whitaker, Tonia Rene",723 South 45th Street,,Louisville,KY,40211,40211,38.249207,-85.82714,111,INFANT TO SCHOOL_AGE,1743
JEFFERSON,Okolona Day Care,"Okolona Child Care, Inc","Postma, Sarah Marie",9015 Preston Hwy,,Louisville,KY,40219,40219,38.120511,-85.677504,79,INFANT TO SCHOOL_AGE,1744
JEFFERSON,Carter Elementary Childcare Enrichment Program,The Young Mens Christian Association Of Greater Louisville,"Hicks, Terralynn Denise",3600 Bohne Ave.,,Louisville,KY,40211,40211,38.228466,-85.81476,138,TWO_TO_SCHOOL TO SCHOOL_AGE,1745
