"dcid","permit_number","program_name","facility_type","program_type","address","borough","zipcode","phone","age_range","capacity","administer_medication","bin","bbl","community_board","council_district","census_tract","nta_code","latitude","longitude"
"DC43834","N/A","SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL","SBCC","PRESCHOOL","37 PARK TERRACE EAST","MANHATTAN","10034","(718) 709-9003","3 YEARS - 5 YEARS","NO DATA","No","1082065","1022430339","112","10","030300","MN01","40.870002524404","-73.917261588867"
"DC43836","N/A","YESHIVA KETANA OF STATEN ISLAND","SBCC","PRESCHOOL","2734 VICTORY BOULEVARD","STATEN ISLAND","10314","(347) 205-7504","3 YEARS - 5 YEARS","NO DATA","No","5035098","5020850009","502","50","027301","SI05","40.60897509781","-74.152683030677"
"DC43845","106616","PLAYTO PACIFIC LLC","GCC","PRESCHOOL","979 PACIFIC STREET","BROOKLYN","11238","(929) 271-3068","2 YEARS - 5 YEARS","12","No","3418381","3011257501","308","35","030500","BK61","40.679594716621","-73.961152339316"
"DC43846","106742","THE LEARNING EXPERIENCE","GCC","INFANT TODDLER","510 DRIGGS AVENUE","BROOKLYN","11211","(347) 689-2347","0 YEARS - 2 YEARS","28","No","3426626","3023127501","301","33","051700","BK73","40.717986504196","-73.955422911451"
"DC43849","106743","THE LEARNING EXPERIENCE","GCC","PRESCHOOL","510 DRIGGS AVENUE","BROOKLYN","11211","(347) 689-2347","2 YEARS - 5 YEARS","12","No","3426626","3023127501","301","33","051700","BK73","40.717986504196","-73.955422911451"
"DC43865","106583","KIDDIO DAYCARE INC.,","GCC","INFANT TODDLER","1514 60 STREET","BROOKLYN","11219","(718) 799-4200","0 YEARS - 2 YEARS","213","No","3000000","3055160014","312","44","024200","BK88","40.625885786935","-73.993684924898"
"DC43866","106584","KIDDIO DAYCARE INC.,","GCC","PRESCHOOL","1514 60 STREET","BROOKLYN","11219","(718) 799-4200","2 YEARS - 5 YEARS","59","No","3000000","3055160014","312","44","024200","BK88","40.625885786935","-73.993684924898"
"DC43877","N/A","Lighthouse Early Learning Center","SBCC","PRESCHOOL","196 ALBANY AVENUE","BROOKLYN","11213","(718) 218-5528","3 YEARS - 5 YEARS","NO DATA","No","3031082","3012300044","308","36","034300","BK61","40.67387317405","-73.938973865509"
"DC43888","N/A","BAIS BROCHO D KARLIN STOLIN","SBCC","PRESCHOOL","4310 10 AVENUE","BROOKLYN","11219","(718) 853-1222","3 YEARS - 5 YEARS","NO DATA","No","3136035","3056010040","312","38","011200","BK34","40.642250260756","-73.995366123234"
"DC43889","106473","TICKLE TOES LLC","GCC","PRESCHOOL","844 BEDFORD AVENUE","BROOKLYN","11205","(718) 298-3440","2 YEARS - 5 YEARS","62","No","3427401","3019007516","303","33","123700","BK75","40.695765213421","-73.956389870561"
"DC43894","106834","SUNNY CLOUDS LLC","GCC","PRESCHOOL","1016 EAST 13 STREET","BROOKLYN","11230","(646) 413-5473","2 YEARS - 5 YEARS","37","No","3179875","3067147501","314","44","053400","BK43","40.624337461047","-73.963140704181"
"DC43897","106615","GREENPOINT CHILDCARE LLC","GCC","PRESCHOOL","145 WEST STREET","BROOKLYN","11222","(718) 684-9139","2 YEARS - 5 YEARS","30","No",,"3","301","33","056300","BK76","40.732050216785","-73.961713385404"
"DC43914","106568","B'ABOVE WORLDWIDE INSTITUTE, INC.","GCC","PRESCHOOL","1436 67 STREET","BROOKLYN","11219","(718) 551-1227","2 YEARS - 5 YEARS","90","No","3142954","3057690023","311","43","019000","BK28","40.622935317864","-73.999643374392"
"DC43920","106591","WEE! WEE! DAYCARE1366 INC.","GCC","INFANT TODDLER","1366 40 STREET","BROOKLYN","11218","(718) 600-6671","0 YEARS - 2 YEARS","43","No","3123252","3052970033","312","39","023000","BK88","40.639227434156","-73.985515289608"
"DC43923","106663","TONG HUA CHILDCARE INC.","GCC","PRESCHOOL","64-16 WETHEROLE STREET","QUEENS","11374","(347) 318-8668","2 YEARS - 5 YEARS","31","No","4072479","4030960079","406","30","069300","QN18","40.727359527471","-73.861905834326"
"DC43924","106853","TONG HUA CHILDCARE INC.","GCC","INFANT TODDLER","64-16 WETHEROLE STREET","QUEENS","11374","(347) 318-8668","0 YEARS - 2 YEARS","16","No","4072479","4030960079","406","30","069300","QN18","40.727359527471","-73.861905834326"
"DC43929","106679","Richmond University Medical Center","GCC","PRESCHOOL","129 CLINTON AVENUE","STATEN ISLAND","10301","(718) 816-5168","2 YEARS - 5 YEARS","46","Yes","5174997","5000730020","501","49","008100","SI22","40.641258739257","-74.098001809283"
"DC43934","106717","LITTLE SCHOLARS LEARNING CENTER VIII","GCC","PRESCHOOL","345 ADAMS STREET","BROOKLYN","11201","(917) 838-3482","2 YEARS - 5 YEARS","47","No","3392969","3001407503","302","33","001100","BK38","40.693393253911","-73.988914847833"
"DC43935","106590","ADAMS STREET DAYCARE LLC","GCC","INFANT TODDLER","345 ADAMS STREET","BROOKLYN","11201","(917) 838-3482","0 YEARS - 2 YEARS","36","No","3392969","3001407503","302","33","001100","BK38","40.693393253911","-73.988914847833"
"DC43943","106558","NURTURY 58","GCC","INFANT TODDLER","5222 14  AVENUE","BROOKLYN","11219","(718) 724-3523","0 YEARS - 2 YEARS","63","No","3427447","3056637509","312","44","023800","BK88","40.631841850768","-73.99185055352"
"DC43947","106544","UNITED LUBAVITCHER YESHIVOTH, INC.","GCC","INFANT TODDLER","570 CROWN STREET","BROOKLYN","11213","(347) 996-1090","0 YEARS - 2 YEARS","64","No","3393264","3014170007","309","35","033300","BK63","40.665644470424","-73.939237349258"
"DC43954","106454","BROOKLYN CHINESE AMERICAN ASSOCIATION, INC","GCC","PRESCHOOL","5211 8  AVENUE","BROOKLYN","11220","(718) 437-8788","2 YEARS - 5 YEARS","37","No","3138444","3056580006","312","43","010600","BK34","40.639859540888","-74.004994029709"
"DC43964","N/A","HLA2","SBCC","PRESCHOOL","2286 CROPSEY AVENUE","BROOKLYN","11214","(718) 685-5610","3 YEARS - 5 YEARS","NO DATA","No","3425955","3064717501","311","47","029400","BK28","40.5958360101","-73.997000524212"
"DC43968","106626","BAYBEEHIVE DEKALB LLC","GCC","INFANT TODDLER","500 DEKALB AVENUE","BROOKLYN","11205","(718) 500-3499","0 YEARS - 2 YEARS","73","No","3055395","3019410020","303","36","023300","BK75","40.690750605644","-73.956634762148"
"DC43969","106642","BAYBEEHIVE DEKALB LLC","GCC","PRESCHOOL","500 DEKALB AVENUE","BROOKLYN","11205","(718) 500-3499","2 YEARS - 5 YEARS","76","No","3055395","3019410020","303","36","023300","BK75","40.690750605644","-73.956634762148"
"DC43970","106870","THESE OUR TREASURES, INC.","GCC","PRESCHOOL","1520 STORY AVENUE","BRONX","10473","(718) 863-4925","2 YEARS - 5 YEARS","27","No","2128970","2036237502","209","18","002800","BX09","40.821509980145","-73.87871282539"
"DC43977","N/A","JOHN PAUL THE GREAT ACADEMY","SBCC","PRESCHOOL","113 EAST  117 STREET","MANHATTAN","10035","(646) 732-7804","3 YEARS - 5 YEARS","NO DATA","No","1052334","1016450006","111","08","018200","MN34","40.799702997034","-73.942072640601"
"DC43978","106566","PLAYTO BATTERY PARK LLC","GCC","PRESCHOOL","2 SOUTH END AVENUE","MANHATTAN","10280","(212) 590-2445","2 YEARS - 5 YEARS","27","No","1082813","1000167511","101","01","031704","MN25","40.708030296734","-74.017655751713"
"DC43979","106565","PLAYTO BATTERY PARK LLC","GCC","INFANT TODDLER","2 SOUTH END AVENUE","MANHATTAN","10280","(212) 590-2445","0 YEARS - 2 YEARS","25","No","1082813","1000167511","101","01","031704","MN25","40.708030296734","-74.017655751713"
"DC43982","N/A","DEMOCRACY PREP ENDURANCE ELEMENTARY","SBCC","PRESCHOOL","1000 WESTCHESTER AVENUE","BRONX","10459","(646) 574-1148","3 YEARS - 5 YEARS","NO DATA","No","2130624","2027247503","202","17","015900","BX27","40.823685024131","-73.893790306115"
"DC43994","N/A","YESODOT HATORAH","SBCC","PRESCHOOL","1123 AVENUE N","BROOKLYN","11230","(718) 415-4731","3 YEARS - 5 YEARS","NO DATA","No","3180770","3067400049","314","44","076800","BK43","40.615238472459","-73.963055701219"
"DC43995","106778","Little Giants Child Center LLC","GCC","PRESCHOOL","110 TAYLOR STREET","BROOKLYN","11249","(347) 915-3533","2 YEARS - 5 YEARS","30","No","3341989","3021760001","301","34","054500","BK72","40.705415676281","-73.963835085619"
"DC43997","106625","SUNNY TOTS BROOKLYN INC.","GCC","INFANT TODDLER","330 WALLABOUT STREET","BROOKLYN","11206","(718) 596-3632","0 YEARS - 2 YEARS","156","No","3428986","3022657503","301","33","050700","BK75","40.700922667723","-73.949750506118"
"DC43998","N/A","QUEENS CHEDER MRM","SBCC","PRESCHOOL","17353 CROYDON RD","QUEENS","11432","(929) 525-8338","3 YEARS - 5 YEARS","NO DATA","No","4211441","4098927501","408","24","045800","QN06","40.71705446287","-73.790482857233"
"DC440","5215","BEANSPROUTS","GCC","PRESCHOOL","410 6 AVENUE","BROOKLYN","11215","(718) 965-8573","2 YEARS - 5 YEARS","63","No","3021910","3009990041","306","39","013700","BK37","40.668837812454","-73.983281088116"
"DC44000","106569","Sunny Tots Brooklyn Inc.","GCC","PRESCHOOL","330 WALLABOUT STREET","BROOKLYN","11206","(718) 596-3632","2 YEARS - 5 YEARS","315","No","3428986","3022657503","301","33","050700","BK75","40.700922667723","-73.949750506118"
"DC44001","N/A","SAINT DAVID'S SCHOOL","SBCC","PRESCHOOL","12 EAST   89 STREET","MANHATTAN","10128","(646) 731-3013","3 YEARS - 5 YEARS","NO DATA","No","1073030","1015000062","108","04","015002","MN40","40.783186671368","-73.958394262864"
"DC44015","N/A","Rebecca School","SBCC","PRESCHOOL","35 EAST 21 STREET","MANHATTAN","10010","(212) 810-4120","3 YEARS - 5 YEARS","NO DATA","No","1080768","1008500025","105","02","005600","MN13","40.739568485824","-73.988871049761"
"DC44025","106718","LADYBUG PRESCHOOL","GCC","INFANT TODDLER","299 PACIFIC STREET","BROOKLYN","11201","(347) 581-1891","0 YEARS - 2 YEARS","26","No","3000861","3001820048","302","33","004300","BK38","40.687609987807","-73.988623744281"
"DC44026","106599","Cuddles Center","GCC","INFANT TODDLER","329 BROADWAY","BROOKLYN","11211","(929) 329-1010","0 YEARS - 2 YEARS","105","No","3425870","3024627502","301","34","052700","BK73","40.707965798022","-73.95658745076"
"DC44027","106719","LADYBUG PRESCHOOL","GCC","PRESCHOOL","299 PACIFIC STREET","BROOKLYN","11201","(347) 581-1891","2 YEARS - 5 YEARS","18","No","3000861","3001820048","302","33","004300","BK38","40.687609987807","-73.988623744281"
"DC44028","106687","Cuddles Center","GCC","PRESCHOOL","329 BROADWAY","BROOKLYN","11211","(714) 262-2015","2 YEARS - 5 YEARS","132","No","3425870","3024627502","301","34","052700","BK73","40.707965798022","-73.95658745076"
"DC44055","106605","PARK SLOPE LITTLE LEARNERS INC.","GCC","PRESCHOOL","463 6 AVENUE","BROOKLYN","11215","(347) 422-0214","2 YEARS - 5 YEARS","22","No","3022671","3010180006","306","39","015100","BK37","40.667287190395","-73.984543117499"
"DC44074","106706","EAST 156 DAYCARE LLC","GCC","INFANT TODDLER","780 SAINT ANNS AVENUE","BRONX","10456","(973) 464-7292","0 YEARS - 2 YEARS","30","No","2117695","2026187501","201","17","007500","BX34","40.820169331838","-73.910260374772"
"DC44077","106571","LIL TOTS EARLY CHILDHOOD CENTER LLC","GCC","PRESCHOOL","1759 BAY RIDGE PARKWAY","BROOKLYN","11204","(718) 709-9594","2 YEARS - 5 YEARS","106","No","3159647","3062157501","311","43","026400","BK28","40.613951596724","-73.996909662281"
"DC44090","106739","RABBI SOLOMON KLUGER SCHOOL, Inc.","GCC","PRESCHOOL","1705 49 STREET","BROOKLYN","11204","(718) 236-1171","2 YEARS - 5 YEARS","20","No","3129034","3054490001","312","44","047400","BK88","40.62946662768","-73.982905507425"
"DC44092","106559","CLEARVIEW KIDS INC.","GCC","PRESCHOOL","68-60 AUSTIN STREET","QUEENS","11375","(347) 730-4235","2 YEARS - 5 YEARS","82","No","4077447","4032340029","406","29","071100","QN17","40.722217910147","-73.850433313011"
"DC44221","106756","IMAGINE EARLY LEARNING CENTERS, LLC","GCC","PRESCHOOL","2870 GOULDEN AVENUE","BRONX","10468","(718) 960-8746","2 YEARS - 5 YEARS","80","No","2119733","2032470001","207","11","040900","BX28","40.873171841314","-73.89595280759"
"DC44240","N/A","PEER HATORAH","SBCC","PRESCHOOL","1997 EAST    7 STREET","BROOKLYN","11223","(732) 814-1548","3 YEARS - 5 YEARS","NO DATA","No","3190556","3070890078","315","48","041600","BK25","40.601734676573","-73.964806149512"
"DC44249","106741","ALEPH ELC","GCC","PRESCHOOL","1419 DORCHESTER ROAD","BROOKLYN","11226","(646) 245-5004","2 YEARS - 5 YEARS","12","No","3118688","3051570035","314","40","052000","BK42","40.638964898018","-73.964689153126"
"DC44274","106789","KINDER VINKEL, INC","GCC","INFANT TODDLER","1462 62 STREET","BROOKLYN","11219","(718) 436-2245","0 YEARS - 2 YEARS","44","No","3141674","3057340045","311","43","025000","BK28","40.625540054642","-73.9961814348"
"DC44291","N/A","MS. LAM MONTESSORI LLC","SBCC","PRESCHOOL","89 KENT AVENUE","BROOKLYN","11249","(718) 489-9092","3 YEARS - 5 YEARS","NO DATA","No","3425621","3023097502","301","33","055700","BK73","40.721186112811","-73.960770849138"
"DC44294","N/A","BRONX ARTS AND SCIENCE CHARTER SCHOOL","SBCC","PRESCHOOL","955 HUTCHINSON RIVER PARKWAY","BRONX","10465","(718) 540-6959","3 YEARS - 5 YEARS","NO DATA","No","2126086","2055420001","210","13","009000","BX09","40.826129605783","-73.836778947283"
"DC44295","106843","CONGREGATION KI TOV","GCC","INFANT TODDLER","489 LAFAYETTE AVENUE","BROOKLYN","11205","(845) 213-5550","0 YEARS - 2 YEARS","10","No","3049709","3017830001","303","36","024100","BK75","40.689509169417","-73.954573003661"
"DC44309","106660","New Generation Daycare Staten Island Inc.","GCC","PRESCHOOL","389 SEAVER AVENUE","STATEN ISLAND","10305","(718) 987-7596","2 YEARS - 5 YEARS","50","No","5126957","5036600038","502","50","011201","SI36","40.581138778114","-74.092473623674"
"DC44312","106846","NEW GENERATION DAYCARE STATEN ISLAND INC.","GCC","PRESCHOOL","381 SEAVER AVENUE","STATEN ISLAND","10305","(718) 987-7596","2 YEARS - 5 YEARS","28","No","5053137","5036600044","502","50","011201","SI36","40.581223729679","-74.092642942806"
"DC44319","N/A","DWIGHT SCHOOL","SBCC","PRESCHOOL","705 COLUMBUS AVENUE","MANHATTAN","10025","(212) 724-6360","3 YEARS - 5 YEARS","NO DATA","No","1079518","1012080001","107","06","018100","MN12","40.791750719149","-73.968316762655"
"DC44349","106825","Yeshiva Tiferes Mordechai Kalish","GCC","PRESCHOOL","119 WEBSTER AVENUE","BROOKLYN","11230","(718) 252-2422","2 YEARS - 5 YEARS","12","No","3127666","3054160001","314","40","048000","BK42","40.630823848278","-73.975026039502"
"DC44360","106600","PANTOMIMA BIG KIDS CARE CORP.","GCC","PRESCHOOL","4102 8 AVENUE","BROOKLYN","11232","(774) 316-0750","2 YEARS - 5 YEARS","39","No","3425760","3009227503","307","38","009200","BK34","40.646065591271","-73.998569397608"
"DC44369","106787","HELLO KIDDIE DAYCARE","GCC","INFANT TODDLER","4023 10 AVENUE","BROOKLYN","11219","(917) 751-2957","0 YEARS - 2 YEARS","38","No","3426644","3055870002","312","38","011000","BK34","40.643877834215","-73.99365799159"
"DC44372","106770","TLC","GCC","INFANT TODDLER","1372 40 STREET","BROOKLYN","11218","(347) 988-0469","0 YEARS - 2 YEARS","50","No","3123254","3052970035","312","39","023000","BK88","40.639169781854","-73.985421620044"
"DC44393","N/A","YESODOT HATORAH","SBCC","PRESCHOOL","1870 STILLWELL AVENUE","BROOKLYN","11230","(718) 689-5900","3 YEARS - 5 YEARS","NO DATA","No","3185119","3068520018","311","43","029800","BK29","40.600855415195","-73.986053005434"
"DC44396","106738","German School Manhattan, LLC","GCC","PRESCHOOL","85 WARREN STREET","MANHATTAN","10007","(212) 274-9636","2 YEARS - 5 YEARS","38","No","1081076","1001327501","101","01","002100","MN24","40.715324022887","-74.0105477199"
"DC44404","N/A","THE BUCKLEY SCHOOL IN THE CITY OF NEW YORK","SBCC","PRESCHOOL","210 EAST   74 STREET","MANHATTAN","10021","(212) 535-8787","3 YEARS - 5 YEARS","NO DATA","No","1043987","1014280005","108","05","012600","MN31","40.770841037939","-73.959152950083"
"DC44417","N/A","MOSDOS SATMAR","SBCC","PRESCHOOL","6202 14 AVENUE","BROOKLYN","11219","(718) 508-4444","3 YEARS - 5 YEARS","NO DATA","No","3000000","3057330036","310","43","019200","BK88","40.626281185577","-73.997640388598"
"DC44419","106815","SUPER STARS TENNIS","GCC","PRESCHOOL","252 EAST   57 STREET","MANHATTAN","10022","(646) 284-0514","2 YEARS - 5 YEARS","50","No","1090233","1013307502","106","04","010800","MN19","40.759724351912","-73.966317839787"
"DC44424","106855","BRIGHT BEGINNINGS","GCC","PRESCHOOL","86-25 162 STREET","QUEENS","11432","(718) 297-6767","2 YEARS - 5 YEARS","84","No","4209097","4097730001","408","24","044800","QN35","40.710475559616","-73.801465403748"
"DC44444","106731","ALAPHIM","GCC","PRESCHOOL","2209 AVENUE R","BROOKLYN","11229","(646) 250-9953","2 YEARS - 5 YEARS","47","No","3329271","3068050050","315","48","055000","BK44","40.606587689596","-73.950574474348"
"DC44451","N/A","Talmud Torah D'Chasidei Gur","SBCC","PRESCHOOL","6301 12 AVENUE","BROOKLYN","11219","(718) 923-3113","3 YEARS - 5 YEARS","NO DATA","No","3345686","3057390001","310","43","019400","BK30","40.62837819507","-74.002593853125"
"DC44462","106819","GRAND STREET SETTLEMENT, INC.","GCC","PRESCHOOL","5119 4 AVENUE","BROOKLYN","11220","(646) 586-5816","2 YEARS - 5 YEARS","70","No","3013533","3007990001","307","38","007800","BK32","40.64574094229","-74.013314987508"
"DC44468","106852","CONGREGATION ML","GCC","INFANT TODDLER","4419 12 AVENUE","BROOKLYN","11219","(718) 438-1353","0 YEARS - 2 YEARS","88","No","3426871","3056100001","312","44","022200","BK88","40.6389892431","-73.991561425353"
"DC44478","N/A","YESHIVAT SHAARE TORAH","SBCC","PRESCHOOL","321 AVENUE N","BROOKLYN","11230","(718) 645-1196","3 YEARS - 5 YEARS","NO DATA","No","3172789","3065660043","312","44","044400","BK46","40.614296706863","-73.971610525942"
"DC44486","106766","Congregation Ohr Nerov","GCC","INFANT TODDLER","1168 52 STREET","BROOKLYN","11219","(718) 908-8893","0 YEARS - 2 YEARS","46","No","3138627","3056610032","312","44","021800","BK88","40.635144071484","-73.996872647691"
"DC44494","106793","THE LEARNING EXPERIENCE","GCC","INFANT TODDLER","3425 EAST TREMONT AVENUE","BRONX","10465","(718) 828-5607","0 YEARS - 2 YEARS","30","No","2076429","2054190114","210","13","016400","BX52","40.832621684897","-73.827894983635"
"DC44500","N/A","YESHIVAT LEV TORAH","SBCC","PRESCHOOL","1317 AVENUE T","BROOKLYN","11229","(718) 743-5511","3 YEARS - 5 YEARS","NO DATA","No","3336568","3072920043","315","48","055600","BK25","40.600911849904","-73.958436263034"
"DC44534","106835","Gan Bnos Yisroel Inc.","GCC","PRESCHOOL","12 FRANKLIN AVENUE","BROOKLYN","11249","(718) 388-0848","2 YEARS - 5 YEARS","11","No","3061372","3022610017","301","33","053700","BK72","40.699026946369","-73.958944670984"
"DC44536","106784","Smiles Around Us Academy","GCC","PRESCHOOL","375 SAND LANE","STATEN ISLAND","10305","(718) 390-0070","2 YEARS - 5 YEARS","91","No","5174859","5031227501","502","50","007400","SI14","40.590472485645","-74.06675006425"
"DC44537","N/A","IMAGINE ME LEADERSHIP CHARTER SCHOOL","SBCC","PRESCHOOL","39 TRUXTON STREET","BROOKLYN","11233","(516) 260-6880","3 YEARS - 5 YEARS","NO DATA","No","3429694","3015430001","316","37","036900","BK79","40.678389497627","-73.907856088066"
"DC44539","N/A","UNCOMMON BED-STUY WEST CHARTER SCHOOL NYC","SBCC","PRESCHOOL","141 MACON STREET","BROOKLYN","11216","(718) 938-1213","3 YEARS - 5 YEARS","NO DATA","No","3053075","3018450001","303","36","026900","BK75","40.681564555645","-73.945445809493"
"DC44571","106648","THE BRIGHT LITTLE SCHOLARS CENTERS TREE INC.","GCC","PRESCHOOL","917 EAST   82 STREET","BROOKLYN","11236","(929) 790-5843","2 YEARS - 5 YEARS","40","No","3224967","3080190033","318","46","095600","BK50","40.636026526532","-73.911298016377"
